date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations
2021-02-28,Idaho,392370,485195,253640,126208,9433
2021-03-01,Idaho,404250,485195,260280,131312,9715
2021-03-02,Idaho,409641,517115,263060,133917,9885
2021-03-03,Idaho,418956,525115,267570,138642,10346
2021-03-04,Idaho,428196,546405,271981,143369,10173
2021-03-05,Idaho,442491,589435,279315,150186,10768
2021-03-06,Idaho,457434,594115,286747,157533,11290
2021-03-07,Idaho,471043,594115,293237,164500,11239
2021-01-12,Illinois,347005,903100,284035,62757,
2021-01-13,Illinois,365859,920225,291445,74186,18854
2021-01-14,Illinois,403666,958125,316876,,28330
2021-01-15,Illinois,437765,1011225,341518,91248,30253
2021-01-16,Illinois,,,,,28158
2021-01-17,Illinois,,,,,26902
2021-01-18,Illinois,,,,,26064
2021-01-19,Illinois,525261,1011225,414362,104533,25465
2021-01-20,Illinois,539926,1094000,425824,107651,24867
2021-01-21,Illinois,570527,1173325,452010,111933,23837
2021-01-22,Illinois,607502,1209300,479848,120754,24248
2021-01-23,Illinois,654752,1417250,518779,128907,27873
2021-01-24,Illinois,699072,1417250,556517,135330,31080
2021-01-25,Illinois,723203,1417250,578406,137465,31402
2021-01-26,Illinois,737989,1548950,590212,140394,30390
2021-01-27,Illinois,766659,1591000,611024,147925,32390
2021-01-28,Illinois,823325,1631775,643555,162086,36114
2021-01-29,Illinois,884502,1658725,685529,181063,39571
2021-01-30,Illinois,948804,1696575,733006,197643,42007
2021-01-31,Illinois,1011454,1696575,781536,211528,44626
2021-02-01,Illinois,1054814,1696575,817253,219095,47373
2021-02-02,Illinois,1073076,1859850,831556,223026,47870
2021-02-03,Illinois,1108571,1986725,859076,230850,48845
2021-02-04,Illinois,1178369,2053325,905981,247763,50721
2021-02-05,Illinois,1247521,2089050,962345,260248,51860
2021-02-06,Illinois,1329963,2089050,1028487,275276,54451
2021-02-07,Illinois,1401585,2089050,1086599,288458,55733
2021-02-08,Illinois,1457693,2089050,1131846,299201,57554
2021-02-09,Illinois,1477780,2207200,1148175,302923,57815
2021-02-10,Illinois,1539781,2327100,1198096,314687,61601
2021-02-11,Illinois,1604830,2455500,1243706,330108,60923
2021-02-12,Illinois,1674988,2481075,1294565,348826,61067
2021-02-13,Illinois,1772568,2561800,1364527,375992,63229
2021-02-14,Illinois,1854228,2566675,1421577,400340,64663
2021-02-15,Illinois,,,,,63802
2021-02-16,Illinois,1954382,2661550,1498639,422981,68086
2021-02-17,Illinois,1996099,2694700,1531557,431310,65188
2021-02-18,Illinois,2037388,2706400,1557154,446598,61794
2021-02-19,Illinois,2174539,2883925,1647720,492551,71364
2021-02-20,Illinois,2261482,2924725,1697843,527382,69845
2021-02-21,Illinois,2339546,2924925,1742360,560403,69331
2021-02-22,Illinois,2354395,2924925,1750507,566994,64299
2021-02-23,Illinois,2416034,3005345,1786799,591312,65950
2021-02-24,Illinois,2461385,3327065,1811338,611324,66469
2021-02-25,Illinois,2519447,3499685,1840030,639901,68866
2021-02-26,Illinois,2639826,3557335,1907053,691102,66470
2021-02-27,Illinois,2735250,3575135,1947751,744792,67681
2021-02-28,Illinois,2824209,3575135,1987775,792853,69238
2021-03-01,Illinois,2906555,3575135,2028167,834142,78880
2021-03-02,Illinois,2958947,3722705,2059448,854802,77559
2021-03-03,Illinois,3022385,3925545,2092244,884810,80143
2021-03-04,Illinois,3107699,4093855,2135813,925816,84036
2021-03-05,Illinois,3204414,4334465,2186381,971371,80655
2021-03-06,Illinois,3341021,4378835,2256313,1036845,86539
2021-03-07,Illinois,3473676,4378835,2327790,1094967,92781
2021-01-12,Indiana,191844,540475,114781,23546,
2021-01-13,Indiana,211334,579050,125763,32040,19490
2021-01-14,Indiana,233488,630025,203889,,20822
2021-01-15,Indiana,260310,642425,222599,37683,22822
2021-01-16,Indiana,,,,,21765
2021-01-17,Indiana,,,,,21131
2021-01-18,Indiana,,,,,20708
2021-01-19,Indiana,334686,642425,283779,50862,20406
2021-01-20,Indiana,356385,741025,297720,58616,20722
2021-01-21,Indiana,387137,816025,320266,66801,21950
2021-01-22,Indiana,414127,839925,340055,73986,21974
2021-01-23,Indiana,446029,841725,367944,77985,23875
2021-01-24,Indiana,446029,841725,367944,77985,21219
2021-01-25,Indiana,491856,841725,408181,83554,25109
2021-01-26,Indiana,498824,900175,413982,84719,23448
2021-01-27,Indiana,524180,920975,432791,91255,23971
2021-01-28,Indiana,552144,925300,454380,97614,23572
2021-01-29,Indiana,581322,929900,475928,105208,23885
2021-01-30,Indiana,607185,931500,495746,111233,23022
2021-01-31,Indiana,607185,931500,495746,111233,23022
2021-02-01,Indiana,607185,931500,495746,111233,16476
2021-02-02,Indiana,612289,1091375,499215,112864,16209
2021-02-03,Indiana,637745,1106550,517147,120352,16224
2021-02-04,Indiana,671191,1116375,541269,129626,17007
2021-02-05,Indiana,710888,1117350,568118,142405,18509
2021-02-06,Indiana,749771,1118350,593266,156083,20369
2021-02-07,Indiana,749771,1118350,593266,156083,20369
2021-02-08,Indiana,749771,1118350,593266,156083,20369
2021-02-09,Indiana,761070,1206125,598731,161879,21254
2021-02-10,Indiana,795702,1291675,617918,177231,22565
2021-02-11,Indiana,832031,1351325,637068,194281,22977
2021-02-12,Indiana,873568,1360125,659495,213259,23240
2021-02-13,Indiana,1018783,1387975,749756,267774,38430
2021-02-14,Indiana,1058874,1388375,770193,287278,44158
2021-02-15,Indiana,,,,,46507
2021-02-16,Indiana,1091762,1445100,787050,303183,47242
2021-02-17,Indiana,1113413,1447050,797872,313895,45387
2021-02-18,Indiana,1125976,1452900,803800,320425,41992
2021-02-19,Indiana,1194094,1487400,841694,350440,45789
2021-02-20,Indiana,1234416,1487400,859278,372868,30805
2021-02-21,Indiana,1269839,1487400,874152,393133,30138
2021-02-22,Indiana,1292340,1487400,884201,405490,31003
2021-02-23,Indiana,1298877,1704790,887936,408261,29588
2021-02-24,Indiana,1361053,1734580,911746,442264,35377
2021-02-25,Indiana,1459296,1810380,946248,497544,47617
2021-02-26,Indiana,1505040,1832150,966033,523070,44421
2021-02-27,Indiana,1551945,1848620,987932,547659,45361
2021-02-28,Indiana,1590344,1848620,1005101,568495,45786
2021-03-01,Indiana,1615149,1848620,1016163,582101,46116
2021-03-02,Indiana,1624577,2053030,1021414,586200,46529
2021-03-03,Indiana,1657664,2083930,1035893,604449,42373
2021-03-04,Indiana,1697536,2132730,1053442,626414,34034
2021-03-05,Indiana,1748623,2191530,1078960,651592,34798
2021-03-06,Indiana,1800802,2206230,1106348,675987,35551
2021-03-07,Indiana,1844669,2206230,1129750,696137,36332
2021-01-12,Iowa,98691,208875,91969,6099,
2021-01-13,Iowa,112093,264125,101859,9603,13402
2021-01-14,Iowa,112093,268025,100805,,6701
2021-01-15,Iowa,120983,269000,108056,10742,7431
2021-01-16,Iowa,,,,,7071
2021-01-17,Iowa,,,,,6856
2021-01-18,Iowa,,,,,6712
2021-01-19,Iowa,144955,269000,130042,12629,6609
2021-01-20,Iowa,149850,291075,133528,13995,5394
2021-01-21,Iowa,158743,328600,139500,16860,6664
2021-01-22,Iowa,170607,338950,145642,22429,7089
2021-01-23,Iowa,180110,361475,151145,26426,7591
2021-01-24,Iowa,191183,361475,157635,30949,8316
2021-01-25,Iowa,196203,361475,161445,32149,8177
2021-01-26,Iowa,197982,361575,162795,32547,7575
2021-01-27,Iowa,204196,362875,165466,36067,7764
2021-01-28,Iowa,212497,391575,169341,40477,7679
2021-01-29,Iowa,224347,398600,174655,46785,7677
2021-01-30,Iowa,237874,417900,182537,52324,8252
2021-01-31,Iowa,252202,417900,190689,58367,8717
2021-02-01,Iowa,257468,417900,194009,60259,8752
2021-02-02,Iowa,259522,415325,195234,61085,8791
2021-02-03,Iowa,266777,446825,199242,64234,8940
2021-02-04,Iowa,279252,471200,206516,69401,9536
2021-02-05,Iowa,293377,507850,215693,74252,9861
2021-02-06,Iowa,308527,510550,224437,80640,10093
2021-02-07,Iowa,328412,510550,237554,87373,10887
2021-02-08,Iowa,345350,510550,252349,89506,12555
2021-02-09,Iowa,351803,510550,257459,90525,13183
2021-02-10,Iowa,368759,540375,268974,95650,14569
2021-02-11,Iowa,387370,579200,282596,99986,15445
2021-02-12,Iowa,408578,590900,299032,104622,16457
2021-02-13,Iowa,432473,595775,317851,109660,17707
2021-02-14,Iowa,456512,597725,335771,115407,18300
2021-02-15,Iowa,,,,,17966
2021-02-16,Iowa,485710,615100,360301,119865,19130
2021-02-17,Iowa,495487,619000,367577,122291,18104
2021-02-18,Iowa,507650,648600,377848,124111,17183
2021-02-19,Iowa,552706,669900,411926,134995,20590
2021-02-20,Iowa,577374,707865,430429,141104,20700
2021-02-21,Iowa,599489,707865,445872,147615,20425
2021-02-22,Iowa,611188,707865,454792,150392,20011
2021-02-23,Iowa,614928,746475,457493,151431,18460
2021-02-24,Iowa,621717,792615,462422,153214,18033
2021-02-25,Iowa,631160,837515,469234,155667,17644
2021-02-26,Iowa,654074,872345,487097,160663,14481
2021-02-27,Iowa,684596,901745,511624,166554,15317
2021-02-28,Iowa,713054,901745,530741,175777,16224
2021-03-01,Iowa,734845,901745,543027,185255,17665
2021-03-02,Iowa,740713,940045,546916,187234,17969
2021-03-03,Iowa,753860,983345,553471,193643,18878
2021-03-04,Iowa,773314,1020845,563586,202916,20308
2021-03-05,Iowa,801113,1068655,577894,216336,21006
2021-03-06,Iowa,861247,1106755,603457,250490,25236
2021-03-07,Iowa,906470,1106755,627499,271606,27631
2021-01-12,Kansas,78268,193175,53988,9577,
2021-01-13,Kansas,85650,261175,58477,12470,7382
2021-01-14,Kansas,91565,263175,77590,,6648
2021-01-15,Kansas,97779,263175,83293,13496,6504
2021-01-16,Kansas,,,,,6169
2021-01-17,Kansas,,,,,5968
2021-01-18,Kansas,,,,,5834
2021-01-19,Kansas,118434,263175,101824,15602,5738
2021-01-20,Kansas,122705,265600,105679,16013,5294
2021-01-21,Kansas,130434,312000,111907,17430,5553
2021-01-22,Kansas,137094,336475,116569,19325,5616
2021-01-23,Kansas,144909,348175,122813,20883,5995
2021-01-24,Kansas,151249,348175,127417,22610,6163
2021-01-25,Kansas,154719,348175,129861,23635,5921
2021-01-26,Kansas,158743,348175,132153,25349,5758
2021-01-27,Kansas,168392,392875,140685,26457,6527
2021-01-28,Kansas,190301,405550,157536,31429,8552
2021-01-29,Kansas,190540,412375,157720,31482,7635
2021-01-30,Kansas,206520,413350,168343,36738,8802
2021-01-31,Kansas,221469,413350,180156,39753,10031
2021-02-01,Kansas,226895,413350,183035,42297,10311
2021-02-02,Kansas,231201,413350,185065,44420,10351
2021-02-03,Kansas,241156,470800,192026,47394,10395
2021-02-04,Kansas,251425,471775,198352,51322,8732
2021-02-05,Kansas,263624,492250,206997,54834,10441
2021-02-06,Kansas,280252,492250,218170,60203,10533
2021-02-07,Kansas,296284,492250,228774,65559,10688
2021-02-08,Kansas,303094,492250,232575,68565,10886
2021-02-09,Kansas,305574,492250,233494,70115,10625
2021-02-10,Kansas,319662,553750,241127,76561,11215
2021-02-11,Kansas,332923,564000,248979,81948,11643
2021-02-12,Kansas,350741,581975,261332,86597,12445
2021-02-13,Kansas,367891,581975,273430,91577,12520
2021-02-14,Kansas,389983,581975,287680,99392,13386
2021-02-15,Kansas,,,,,12932
2021-02-16,Kansas,397247,581975,291726,102601,13096
2021-02-17,Kansas,405166,581975,295950,106249,12215
2021-02-18,Kansas,417825,581975,302165,112651,12129
2021-02-19,Kansas,466718,624975,334112,128614,16568
2021-02-20,Kansas,488738,645800,345965,138765,17264
2021-02-21,Kansas,509332,645800,356901,148378,17050
2021-02-22,Kansas,514728,645800,359269,151375,17302
2021-02-23,Kansas,517379,699895,360817,152471,17162
2021-02-24,Kansas,530904,754495,367813,158944,17963
2021-02-25,Kansas,542433,839575,373244,164940,17801
2021-02-26,Kansas,560776,861645,383658,172744,13437
2021-02-27,Kansas,583498,867585,394351,184698,13537
2021-02-28,Kansas,609765,867585,408501,196781,14348
2021-03-01,Kansas,620939,867585,417111,199266,15173
2021-03-02,Kansas,629548,868885,421149,203731,16024
2021-03-03,Kansas,644921,1004065,429853,210351,16288
2021-03-04,Kansas,661143,1044425,439753,216611,16959
2021-03-05,Kansas,683046,1085815,453247,224917,17467
2021-03-06,Kansas,707897,1091625,469117,233833,17771
2021-03-07,Kansas,734335,1091625,485304,244055,17796
2021-01-12,Kentucky,132114,329450,102517,6335,
2021-01-13,Kentucky,142436,329450,111449,7725,10322
2021-01-14,Kentucky,155613,332375,145320,,11750
2021-01-15,Kentucky,174748,337450,162733,10672,14211
2021-01-16,Kentucky,,,,,13239
2021-01-17,Kentucky,,,,,12656
2021-01-18,Kentucky,,,,,12267
2021-01-19,Kentucky,216039,337450,201688,12911,11989
2021-01-20,Kentucky,223946,444325,208664,13829,11644
2021-01-21,Kentucky,235143,450175,217837,15699,11361
2021-01-22,Kentucky,254144,466700,229873,22568,11342
2021-01-23,Kentucky,270960,471000,243620,25566,12270
2021-01-24,Kentucky,299493,471000,268308,29346,14871
2021-01-25,Kentucky,307462,471000,275610,30010,14535
2021-01-26,Kentucky,312192,557975,279715,30633,13736
2021-01-27,Kentucky,323268,585500,285291,36054,14189
2021-01-28,Kentucky,342200,611050,297108,43142,15294
2021-01-29,Kentucky,366643,650050,312373,52251,16071
2021-01-30,Kentucky,386001,650150,324581,59367,16434
2021-01-31,Kentucky,404705,650150,337738,64890,15030
2021-02-01,Kentucky,415545,650150,347384,66077,15440
2021-02-02,Kentucky,419562,684700,350622,66852,15339
2021-02-03,Kentucky,435400,719200,360015,73264,16019
2021-02-04,Kentucky,455783,746500,372114,81502,16226
2021-02-05,Kentucky,483777,747000,387902,93651,16733
2021-02-06,Kentucky,517168,747000,406790,108050,18738
2021-02-07,Kentucky,548342,747000,422976,122785,20520
2021-02-08,Kentucky,564682,747000,434294,127793,21305
2021-02-09,Kentucky,568658,828800,436193,129862,21299
2021-02-10,Kentucky,584947,840400,442691,139605,21364
2021-02-11,Kentucky,608198,882200,454145,151297,21774
2021-02-12,Kentucky,636518,882400,468357,165324,21820
2021-02-13,Kentucky,649810,892100,474397,172518,18949
2021-02-14,Kentucky,678768,892100,488161,187643,18632
2021-02-15,Kentucky,,,,,18642
2021-02-16,Kentucky,711588,903775,510373,198180,20419
2021-02-17,Kentucky,719857,911575,514681,202064,19273
2021-02-18,Kentucky,726168,950600,517316,205575,16853
2021-02-19,Kentucky,779109,998250,547573,228157,20370
2021-02-20,Kentucky,796952,998250,556588,236951,21020
2021-02-21,Kentucky,824007,1006050,566677,253857,20748
2021-02-22,Kentucky,839508,1006050,573961,262062,20619
2021-02-23,Kentucky,851440,1181375,579549,268387,19979
2021-02-24,Kentucky,874840,1204585,592151,279104,22140
2021-02-25,Kentucky,907836,1230465,609932,294202,25953
2021-02-26,Kentucky,945168,1305725,632114,309250,23723
2021-02-27,Kentucky,980727,1317325,654884,321940,26254
2021-02-28,Kentucky,1020045,1317325,674617,341409,28005
2021-03-01,Kentucky,1046835,1317325,691600,351189,29618
2021-03-02,Kentucky,1061236,1418685,702822,354275,29971
2021-03-03,Kentucky,1082228,1435555,715889,362062,29627
2021-03-04,Kentucky,1117369,1449775,737786,375152,29933
2021-03-05,Kentucky,1162694,1538415,768092,390088,31075
2021-03-06,Kentucky,1209546,1555915,799179,405706,32688
2021-03-07,Kentucky,1254160,1555915,826323,423066,33445
2021-01-12,Louisiana,142771,368300,117022,18314,
2021-01-13,Louisiana,156186,369475,127078,21634,13415
2021-01-14,Louisiana,175811,370175,149064,,16520
2021-01-15,Louisiana,197967,370175,167193,30416,18399
2021-01-16,Louisiana,,,,,17400
2021-01-17,Louisiana,,,,,16802
2021-01-18,Louisiana,,,,,16402
2021-01-19,Louisiana,255591,370175,221109,33967,16117
2021-01-20,Louisiana,264400,485625,228831,35049,15459
2021-01-21,Louisiana,279398,492800,240762,38095,14798
2021-01-22,Louisiana,297655,506200,256670,40385,14241
2021-01-23,Louisiana,315023,543700,272630,41788,14664
2021-01-24,Louisiana,334086,543700,290955,42520,15330
2021-01-25,Louisiana,341447,543700,297684,43151,14323
2021-01-26,Louisiana,345675,602025,301874,43189,12869
2021-01-27,Louisiana,358746,620325,311135,46954,13478
2021-01-28,Louisiana,375895,620425,323609,51583,13785
2021-01-29,Louisiana,398312,620425,339450,58132,14380
2021-01-30,Louisiana,420908,648925,355024,65136,15126
2021-01-31,Louisiana,443715,648925,369486,73436,15661
2021-02-01,Louisiana,463179,648925,376491,85872,17390
2021-02-02,Louisiana,476014,736850,378574,96606,18620
2021-02-03,Louisiana,488960,746550,384041,104070,18602
2021-02-04,Louisiana,509982,746550,393389,115629,19155
2021-02-05,Louisiana,536404,746550,404021,131355,19727
2021-02-06,Louisiana,570731,769750,419327,150219,21403
2021-02-07,Louisiana,599941,769750,431119,167576,22318
2021-02-08,Louisiana,614041,769750,436190,176580,21552
2021-02-09,Louisiana,619729,880150,438336,180112,20531
2021-02-10,Louisiana,639019,882350,448139,189574,21437
2021-02-11,Louisiana,639019,894850,448139,189574,18434
2021-02-12,Louisiana,701110,894850,482025,217681,23529
2021-02-13,Louisiana,735622,895150,501286,232766,23556
2021-02-14,Louisiana,769155,895150,518682,248848,24173
2021-02-15,Louisiana,,,,,23289
2021-02-16,Louisiana,784976,895350,528052,255269,23607
2021-02-17,Louisiana,791574,900725,531448,258404,21794
2021-02-18,Louisiana,795511,928425,533933,259851,22356
2021-02-19,Louisiana,859565,987625,572666,285057,22636
2021-02-20,Louisiana,877683,1012000,582482,293295,20294
2021-02-21,Louisiana,894519,1042225,590652,301923,17909
2021-02-22,Louisiana,903226,1043200,594561,306685,18023
2021-02-23,Louisiana,907334,1127670,596165,309174,17480
2021-02-24,Louisiana,920794,1247910,601456,317284,18460
2021-02-25,Louisiana,943419,1264780,610568,330738,21130
2021-02-26,Louisiana,978234,1281480,627019,348969,16953
2021-02-27,Louisiana,1019381,1331680,649708,366968,20243
2021-02-28,Louisiana,1056975,1331680,673772,380420,23208
2021-03-01,Louisiana,1076576,1331680,688286,385486,24764
2021-03-02,Louisiana,1084499,1479200,694173,387514,25309
2021-03-03,Louisiana,1107626,1482470,709457,395300,26690
2021-03-04,Louisiana,1139071,1515740,728267,407880,27950
2021-03-05,Louisiana,1179138,1576670,751564,424563,28701
2021-03-06,Louisiana,1179915,1640860,751853,425050,22933
2021-03-07,Louisiana,1180945,1640860,752140,425793,17710
2021-01-12,Maine,54945,132975,38045,4518,
2021-01-13,Maine,57248,136875,39157,5182,2303
2021-01-14,Maine,61129,136875,51631,,3092
2021-01-15,Maine,61129,136875,51631,8274,2061
2021-01-16,Maine,,,,,2349
2021-01-17,Maine,,,,,2522
2021-01-18,Maine,,,,,2637
2021-01-19,Maine,73978,136875,62716,10018,2719
2021-01-20,Maine,76167,155800,64260,10661,2703
2021-01-21,Maine,80502,165175,67133,12071,2768
2021-01-22,Maine,86395,176400,70193,14893,3609
2021-01-23,Maine,93003,178450,74110,17562,4095
2021-01-24,Maine,99815,178450,79310,19151,4609
2021-01-25,Maine,104069,178450,82837,19873,4758
2021-01-26,Maine,104924,195925,83464,20096,4421
2021-01-27,Maine,109183,204325,86103,21707,4717
2021-01-28,Maine,115191,208225,88878,24925,4956
2021-01-29,Maine,123207,211150,93513,28255,5259
2021-01-30,Maine,132067,212125,99468,31055,5581
2021-01-31,Maine,140353,212125,105665,33121,5791
2021-02-01,Maine,145786,212125,109917,34299,5960
2021-02-02,Maine,145786,221875,109917,34299,5837
2021-02-03,Maine,145786,226275,109917,34299,5229
2021-02-04,Maine,153439,254550,114962,36870,5464
2021-02-05,Maine,159236,254550,119024,38542,5147
2021-02-06,Maine,168626,254550,126127,40806,5223
2021-02-07,Maine,178449,254550,132273,44447,5442
2021-02-08,Maine,178449,254550,132273,44447,4666
2021-02-09,Maine,187512,276600,138005,47770,5961
2021-02-10,Maine,193246,285800,141778,49721,6780
2021-02-11,Maine,193246,299375,141778,49721,5687
2021-02-12,Maine,193246,299375,141778,49721,4859
2021-02-13,Maine,193246,299375,141778,49721,3517
2021-02-14,Maine,193246,299375,141778,49721,2114
2021-02-15,Maine,,,,,5320
2021-02-16,Maine,238137,317850,171975,64236,7232
2021-02-17,Maine,242445,321850,174543,65928,7028
2021-02-18,Maine,242445,321850,174543,65928,7028
2021-02-19,Maine,268162,335375,190220,75845,10702
2021-02-20,Maine,268322,335375,190336,75889,10725
2021-02-21,Maine,268693,335375,190495,76101,10778
2021-02-22,Maine,297116,335375,204495,90423,11632
2021-02-23,Maine,299427,355310,205886,91339,8756
2021-02-24,Maine,305362,387360,208682,94466,8988
2021-02-25,Maine,305397,398190,208714,94469,8993
2021-02-26,Maine,305477,411790,208767,94495,5331
2021-02-27,Maine,332358,416090,223922,106125,9148
2021-02-28,Maine,332999,416090,224342,106345,9187
2021-03-01,Maine,334009,416090,225253,106444,5270
2021-03-02,Maine,334325,451450,225566,106447,4985
2021-03-03,Maine,334449,465150,225674,106463,4155
2021-03-04,Maine,334528,487680,225751,106465,4162
2021-03-05,Maine,382117,503580,254027,125573,10949
2021-03-06,Maine,398509,503580,263652,132299,9450
2021-03-07,Maine,399534,503580,264388,132588,9505
2021-01-12,Maryland,146231,552800,136576,6663,
2021-01-13,Maryland,178056,561500,162350,12706,31825
2021-01-14,Maryland,178056,564625,165318,,15912
2021-01-15,Maryland,194705,565125,178831,15830,16158
2021-01-16,Maryland,,,,,15424
2021-01-17,Maryland,,,,,14984
2021-01-18,Maryland,,,,,14690
2021-01-19,Maryland,247597,565125,225456,21794,14481
2021-01-20,Maryland,258146,628800,233443,24355,11441
2021-01-21,Maryland,271905,685325,243450,28106,13407
2021-01-22,Maryland,287512,722625,256221,30877,13258
2021-01-23,Maryland,307411,742175,272901,34090,14212
2021-01-24,Maryland,338544,742175,300609,37507,16770
2021-01-25,Maryland,350835,742175,311148,39259,16637
2021-01-26,Maryland,365519,786300,322860,42228,16846
2021-01-27,Maryland,389253,820425,340191,48629,18730
2021-01-28,Maryland,412206,851250,355484,56274,20043
2021-01-29,Maryland,442565,881675,375525,66582,22150
2021-01-30,Maryland,475780,884650,398387,76905,24053
2021-01-31,Maryland,505454,884650,422218,82743,23844
2021-02-01,Maryland,528301,884650,440763,87039,25352
2021-02-02,Maryland,537037,899675,448177,88359,24503
2021-02-03,Maryland,546409,958575,454437,91468,22451
2021-02-04,Maryland,565821,972225,463885,101425,21945
2021-02-05,Maryland,594647,1011875,478473,115640,21726
2021-02-06,Maryland,626838,1029725,496331,129951,21580
2021-02-07,Maryland,665025,1029725,518048,146335,22796
2021-02-08,Maryland,683305,1029725,531771,150844,22143
2021-02-09,Maryland,692965,1098275,537805,154468,22275
2021-02-10,Maryland,721159,1101200,551581,168844,24964
2021-02-11,Maryland,745478,1188600,563324,181380,25665
2021-02-12,Maryland,778790,1188700,580112,197848,26306
2021-02-13,Maryland,812231,1192675,598423,212923,26485
2021-02-14,Maryland,850994,1193075,618905,231127,26567
2021-02-15,Maryland,,,,,26595
2021-02-16,Maryland,887943,1231825,642662,244272,27854
2021-02-17,Maryland,903172,1247775,648414,253696,26002
2021-02-18,Maryland,930567,1249925,664228,265183,26441
2021-02-19,Maryland,1011323,1435375,709862,300029,33219
2021-02-20,Maryland,1054467,1450000,732236,320657,34605
2021-02-21,Maryland,1087762,1450000,743806,342271,33824
2021-02-22,Maryland,1111529,1450000,754894,354904,34580
2021-02-23,Maryland,1132483,1634945,764026,366689,34934
2021-02-24,Maryland,1159983,1672605,774727,383333,36687
2021-02-25,Maryland,1199143,1795785,797863,399241,38368
2021-02-26,Maryland,1239644,1817795,814954,422523,32617
2021-02-27,Maryland,1280675,1837445,831232,447139,32315
2021-02-28,Maryland,1325977,1837445,853004,470511,34031
2021-03-01,Maryland,1364145,1837445,875682,485911,36088
2021-03-02,Maryland,1390370,1946505,891901,495873,36841
2021-03-03,Maryland,1454494,2044065,934749,516955,42073
2021-03-04,Maryland,1497538,2110295,961636,532972,42628
2021-03-05,Maryland,1548380,2093170,995246,550058,44105
2021-03-06,Maryland,1606378,2116560,1033233,569997,46529
2021-03-07,Maryland,1645609,2116560,1059459,582970,45662
2021-01-12,Massachusetts,204082,476025,184984,19073,
2021-01-13,Massachusetts,217443,656850,192619,24789,13361
2021-01-14,Massachusetts,233476,669225,204481,,14697
2021-01-15,Massachusetts,257175,669325,222109,34885,17698
2021-01-16,Massachusetts,,,,,17130
2021-01-17,Massachusetts,,,,,16789
2021-01-18,Massachusetts,,,,,16562
2021-01-19,Massachusetts,318877,669325,277612,41053,16399
2021-01-20,Massachusetts,330490,737550,288209,42062,16150
2021-01-21,Massachusetts,353117,776400,306646,46247,17092
2021-01-22,Massachusetts,370627,854950,318630,51662,16207
2021-01-23,Massachusetts,392967,859175,334514,57869,17195
2021-01-24,Massachusetts,419806,859175,356102,63096,18826
2021-01-25,Massachusetts,433615,859175,368358,64648,18595
2021-01-26,Massachusetts,442703,875825,376313,65761,17689
2021-01-27,Massachusetts,464275,956800,390470,73152,19112
2021-01-28,Massachusetts,490332,1018975,406024,83637,19602
2021-01-29,Massachusetts,520504,1057000,422803,96373,21411
2021-01-30,Massachusetts,547082,1060900,438852,106799,22016
2021-01-31,Massachusetts,579181,1060900,461408,116315,22768
2021-02-01,Massachusetts,608947,1060900,484829,122652,25047
2021-02-02,Massachusetts,625477,1039775,497445,126560,26111
2021-02-03,Massachusetts,625477,1156375,497445,126560,23029
2021-02-04,Massachusetts,652929,1229075,517135,134311,23228
2021-02-05,Massachusetts,685074,1247600,539877,143690,23510
2021-02-06,Massachusetts,727120,1247600,571853,153692,25720
2021-02-07,Massachusetts,780268,1247600,609483,169148,28727
2021-02-08,Massachusetts,806376,1247600,630154,174437,28204
2021-02-09,Massachusetts,832242,1273975,649131,181280,29538
2021-02-10,Massachusetts,883945,1393725,687093,194968,36924
2021-02-11,Massachusetts,924612,1445425,715308,207392,38812
2021-02-12,Massachusetts,962711,1499450,741746,218795,39662
2021-02-13,Massachusetts,1009560,1502725,771430,235910,40349
2021-02-14,Massachusetts,1085584,1502925,823429,259760,43617
2021-02-15,Massachusetts,,,,,44264
2021-02-16,Massachusetts,1146860,1517375,863806,280622,44945
2021-02-17,Massachusetts,1170398,1526150,879627,288309,40922
2021-02-18,Massachusetts,1214821,1526150,912258,299871,41458
2021-02-19,Massachusetts,1316402,1580500,987512,326108,50527
2021-02-20,Massachusetts,1375439,1737170,1028490,343624,52268
2021-02-21,Massachusetts,1426512,1737170,1054948,367709,48704
2021-02-22,Massachusetts,1468992,1737170,1080511,384582,50396
2021-02-23,Massachusetts,1500077,1747380,1100775,395361,50460
2021-02-24,Massachusetts,1533534,1982950,1119125,410360,51877
2021-02-25,Massachusetts,1576657,2025060,1144241,428265,51691
2021-02-26,Massachusetts,1625459,2068660,1172562,448622,44151
2021-02-27,Massachusetts,1684341,2091730,1204776,475214,44129
2021-02-28,Massachusetts,1735916,2091730,1230781,500616,44201
2021-03-01,Massachusetts,1803528,2091730,1271120,527811,47791
2021-03-02,Massachusetts,1837816,2115560,1289202,543969,48248
2021-03-03,Massachusetts,1884139,2296020,1316940,562289,50086
2021-03-04,Massachusetts,1941018,2381160,1352002,583872,52052
2021-03-05,Massachusetts,2005708,2476070,1389156,611282,54321
2021-03-06,Massachusetts,2082052,2497130,1433762,642921,56816
2021-03-07,Massachusetts,2148356,2497130,1473003,669683,58920
2021-01-12,Michigan,227685,768150,207786,19472,
2021-01-13,Michigan,291519,772150,259119,31937,63834
2021-01-14,Michigan,327235,773650,286349,,49775
2021-01-15,Michigan,364182,773750,312415,48536,45499
2021-01-16,Michigan,,,,,41587
2021-01-17,Michigan,,,,,39240
2021-01-18,Michigan,,,,,37676
